2,400375,4131,1,17,0,0,0.00000,0.00000
2,400375,4131,1,17,1,0,0.36537,0.00000
2,400375,4131,1,17,2,44,0.23683,10.5
2,400375,4131,1,17,3,43,0.17249,20.8
2,400375,4131,1,17,4,36,0.11878,25.4
2,400375,4131,1,17,5,42,0.09800,27.0
2,400375,4131,1,17,6,33,0.08882,30.1
2,400375,4131,1,17,7,45,0.07939,32.9
2,400375,4131,1,17,8,41,0.07388,32.8
2,400375,4131,1,17,9,35,0.06920,46.1
2,400375,4131,1,17,10,34,0.06520,46.7
2,400375,4131,1,17,11,45,0.06054,46.6
2,400375,4131,1,17,12,41,0.05761,46.3
2,400375,4131,1,17,13,42,0.05509,49.7
2,400375,4131,1,17,14,39,0.05284,50.1
2,400375,4131,1,17,15,30,0.05052,52.1
2,400375,4131,1,17,16,30,0.04810,49.1
2,400375,4131,2,17,0,0,0.00000,0.00000
2,400375,4131,2,17,1,0,0.10681,0.00000
2,400375,4131,2,17,2,44,0.09536,16.9
2,400375,4131,2,17,3,43,0.08656,38.0
2,400375,4131,2,17,4,36,0.07952,43.1
2,400375,4131,2,17,5,42,0.07372,48.6
2,400375,4131,2,17,6,33,0.06781,58.6
2,400375,4131,2,17,7,45,0.06236,70.0
2,400375,4131,2,17,8,41,0.05910,70.5
2,400375,4131,2,17,9,35,0.05626,74.2
2,400375,4131,2,17,10,34,0.05376,74.9
2,400375,4131,2,17,11,45,0.05154,72.1
2,400375,4131,2,17,12,41,0.04956,74.1
2,400375,4131,2,17,13,42,0.04772,78.7
2,400375,4131,2,17,14,39,0.04610,82.4
2,400375,4131,2,17,15,30,0.04438,84.1
2,400375,4131,2,17,16,30,0.04253,79.2
2,400375,3470,1,15,0,0,0.00000,0.00000
2,400375,3470,1,15,1,0,0.11546,0.00000
2,400375,3470,1,15,2,36,0.10264,33.4
2,400375,3470,1,15,3,24,0.09219,51.0
2,400375,3470,1,15,4,30,0.08399,56.7
2,400375,3470,1,15,5,26,0.07735,63.8
2,400375,3470,1,15,6,36,0.07187,69.1
2,400375,3470,1,15,7,31,0.06713,71.7
2,400375,3470,1,15,8,27,0.06267,69.9
2,400375,3470,1,15,9,38,0.05785,73.9
2,400375,3470,1,15,10,46,0.05514,75.8
2,400375,3470,1,15,11,47,0.05272,79.2
2,400375,3470,1,15,12,48,0.05057,80.5
2,400375,3470,1,15,13,38,0.04834,82.9
2,400375,3470,1,15,14,38,0.04598,77.3
2,400375,3470,2,15,0,0,0.00000,0.00000
2,400375,3470,2,15,1,0,0.07346,0.00000
2,400375,3470,2,15,2,36,0.06937,32.0
2,400375,3470,2,15,3,24,0.06454,38.0
2,400375,3470,2,15,4,30,0.05907,48.0
2,400375,3470,2,15,5,26,0.05580,48.7
2,400375,3470,2,15,6,36,0.05313,51.9
2,400375,3470,2,15,7,31,0.05076,54.8
2,400375,3470,2,15,8,27,0.04867,57.4
2,400375,3470,2,15,9,38,0.04683,65.2
2,400375,3470,2,15,10,46,0.04517,70.1
2,400375,3470,2,15,11,47,0.04366,71.6
2,400375,3470,2,15,12,48,0.04229,72.3
2,400375,3470,2,15,13,38,0.04080,75.1
2,400375,3470,2,15,14,38,0.03914,70.1
