2,4002d0,7543,1,15,0,0,0.00000,0.00000
2,4002d0,7543,1,15,1,0,0.08420,0.00000
2,4002d0,7543,1,15,2,5,0.06876,2.1
2,4002d0,7543,1,15,3,4,0.05914,3.4
2,4002d0,7543,1,15,4,2,0.05207,4.0
2,4002d0,7543,1,15,5,15,0.04562,5.4
2,4002d0,7543,1,15,6,8,0.04193,6.4
2,4002d0,7543,1,15,7,6,0.03894,7.3
2,4002d0,7543,1,15,8,5,0.03650,7.9
2,4002d0,7543,1,15,9,11,0.03382,8.5
2,4002d0,7543,1,15,10,7,0.03213,9.0
2,4002d0,7543,1,15,11,6,0.03069,9.4
2,4002d0,7543,1,15,12,5,0.02941,9.5
2,4002d0,7543,1,15,13,8,0.03960,9.6
2,4002d0,7543,1,15,14,8,0.03739,8.9
