5,40016e,6510,1,51,0,0,0.00000,0.00000
5,40016e,6510,1,51,1,0,0.10505,0.00000
5,40016e,6510,1,51,2,49,0.07952,12.2
5,40016e,6510,1,51,3,51,0.06737,21.2
5,40016e,6510,1,51,4,61,0.05846,28.7
5,40016e,6510,1,51,5,61,0.05152,32.6
5,40016e,6510,1,51,6,48,0.04620,35.0
5,40016e,6510,1,51,7,80,0.04195,43.2
5,40016e,6510,1,51,8,60,0.03851,45.9
5,40016e,6510,1,51,9,61,0.03558,47.6
5,40016e,6510,1,51,10,61,0.03411,50.8
5,40016e,6510,1,51,11,57,0.03185,54.5
5,40016e,6510,1,51,12,61,0.03077,50.9
5,40016e,6510,1,51,13,46,0.02906,56.9
5,40016e,6510,1,51,14,51,0.02821,53.1
5,40016e,6510,1,51,15,43,0.02683,57.0
5,40016e,6510,1,51,16,70,0.02614,53.6
5,40016e,6510,1,51,17,59,0.02493,54.1
5,40016e,6510,1,51,18,71,0.02439,59.2
5,40016e,6510,1,51,19,59,0.02341,61.9
5,40016e,6510,1,51,20,70,0.02297,59.2
5,40016e,6510,1,51,21,62,0.02211,61.4
5,40016e,6510,1,51,22,60,0.02171,59.2
5,40016e,6510,1,51,23,61,0.02134,84.5
5,40016e,6510,1,51,24,62,0.02098,83.8
5,40016e,6510,1,51,25,60,0.02065,86.6
5,40016e,6510,1,51,26,61,0.02034,88.4
5,40016e,6510,1,51,27,60,0.02007,93.9
5,40016e,6510,1,51,28,55,0.01979,93.1
5,40016e,6510,1,51,29,61,0.01954,95.1
5,40016e,6510,1,51,30,59,0.01929,93.8
5,40016e,6510,1,51,31,60,0.01907,99.1
5,40016e,6510,1,51,32,58,0.01884,100.7
5,40016e,6510,1,51,33,70,0.01862,100.5
5,40016e,6510,1,51,34,71,0.01843,102.4
5,40016e,6510,1,51,35,55,0.01823,104.9
5,40016e,6510,1,51,36,50,0.01806,106.9
5,40016e,6510,1,51,37,52,0.01788,106.2
5,40016e,6510,1,51,38,70,0.01771,107.5
5,40016e,6510,1,51,39,71,0.01755,106.7
5,40016e,6510,1,51,40,56,0.01739,105.0
5,40016e,6510,1,51,41,50,0.01724,107.9
5,40016e,6510,1,51,42,51,0.01709,107.2
5,40016e,6510,1,51,43,51,0.01694,109.1
5,40016e,6510,1,51,44,51,0.01680,109.4
5,40016e,6510,1,51,45,51,0.01669,110.5
5,40016e,6510,1,51,46,48,0.01656,111.9
5,40016e,6510,1,51,47,70,0.01645,112.5
5,40016e,6510,1,51,48,54,0.01633,112.4
5,40016e,6510,1,51,49,30,0.01622,111.5
5,40016e,6510,1,51,50,31,0.01611,111.9
5,40016e,6510,2,51,0,0,0.00000,0.00000
5,40016e,6510,2,51,1,0,0.02182,0.00000
5,40016e,6510,2,51,2,49,0.02154,53.1
5,40016e,6510,2,51,3,51,0.02099,75.4
5,40016e,6510,2,51,4,61,0.02053,84.4
5,40016e,6510,2,51,5,61,0.02013,89.3
5,40016e,6510,2,51,6,48,0.01973,99.8
5,40016e,6510,2,51,7,80,0.01939,96.2
5,40016e,6510,2,51,8,60,0.01905,102.9
5,40016e,6510,2,51,9,61,0.01872,120.0
5,40016e,6510,2,51,10,61,0.01845,119.6
5,40016e,6510,2,51,11,57,0.01817,117.7
5,40016e,6510,2,51,12,61,0.01793,119.6
5,40016e,6510,2,51,13,46,0.01768,124.1
5,40016e,6510,2,51,14,51,0.01747,122.4
5,40016e,6510,2,51,15,43,0.01725,119.7
5,40016e,6510,2,51,16,70,0.01706,121.3
5,40016e,6510,2,51,17,59,0.01686,130.3
5,40016e,6510,2,51,18,71,0.01670,134.3
5,40016e,6510,2,51,19,59,0.01652,133.7
5,40016e,6510,2,51,20,70,0.01636,133.0
5,40016e,6510,2,51,21,62,0.01620,135.6
5,40016e,6510,2,51,22,60,0.01604,134.3
5,40016e,6510,2,51,23,61,0.01589,133.4
5,40016e,6510,2,51,24,62,0.01575,132.7
5,40016e,6510,2,51,25,60,0.01561,132.3
5,40016e,6510,2,51,26,61,0.01548,134.3
5,40016e,6510,2,51,27,60,0.01537,133.7
5,40016e,6510,2,51,28,55,0.01525,130.3
5,40016e,6510,2,51,29,61,0.01515,131.4
5,40016e,6510,2,51,30,59,0.01504,131.3
5,40016e,6510,2,51,31,60,0.01495,130.6
5,40016e,6510,2,51,32,58,0.01485,131.4
5,40016e,6510,2,51,33,70,0.01474,131.2
5,40016e,6510,2,51,34,71,0.01467,130.2
5,40016e,6510,2,51,35,55,0.01457,129.3
5,40016e,6510,2,51,36,50,0.01450,130.0
5,40016e,6510,2,51,37,52,0.01441,129.8
5,40016e,6510,2,51,38,70,0.01433,130.1
5,40016e,6510,2,51,39,71,0.01426,128.4
5,40016e,6510,2,51,40,56,0.01418,129.3
5,40016e,6510,2,51,41,50,0.01411,129.7
5,40016e,6510,2,51,42,51,0.01403,129.4
5,40016e,6510,2,51,43,51,0.01396,130.5
5,40016e,6510,2,51,44,51,0.01389,130.0
5,40016e,6510,2,51,45,51,0.01384,128.6
5,40016e,6510,2,51,46,48,0.01378,129.6
5,40016e,6510,2,51,47,70,0.01372,129.1
5,40016e,6510,2,51,48,54,0.01366,128.1
5,40016e,6510,2,51,49,30,0.01360,127.4
5,40016e,6510,2,51,50,31,0.01356,126.7
5,40016e,14050,1,51,0,0,0.00000,0.00000
5,40016e,14050,1,51,1,0,0.02412,0.00000
5,40016e,14050,1,51,2,54,0.02365,47.1
5,40016e,14050,1,51,3,56,0.02298,51.8
5,40016e,14050,1,51,4,60,0.02243,76.7
5,40016e,14050,1,51,5,53,0.02189,84.1
5,40016e,14050,1,51,6,71,0.02140,91.6
5,40016e,14050,1,51,7,60,0.02094,103.3
5,40016e,14050,1,51,8,80,0.02053,108.6
5,40016e,14050,1,51,9,70,0.02014,112.1
5,40016e,14050,1,51,10,60,0.01980,120.9
5,40016e,14050,1,51,11,61,0.01905,120.4
5,40016e,14050,1,51,12,71,0.01874,112.6
5,40016e,14050,1,51,13,71,0.01845,161.9
5,40016e,14050,1,51,14,70,0.01818,154.9
5,40016e,14050,1,51,15,71,0.01795,157.1
5,40016e,14050,1,51,16,56,0.01772,163.3
5,40016e,14050,1,51,17,61,0.01749,166.0
5,40016e,14050,1,51,18,61,0.01728,159.8
5,40016e,14050,1,51,19,61,0.01708,159.1
5,40016e,14050,1,51,20,61,0.01689,156.9
5,40016e,14050,1,51,21,61,0.01670,154.2
