7,40040f,27343,1,11,0,0,0.00000,0.00000
7,40040f,27343,1,11,1,0,0.00028,0.00000
7,40040f,27343,1,11,2,75,0.00034,21.3
7,40040f,27343,1,11,3,42,0.00034,39.5
7,40040f,27343,1,11,4,65,0.00035,47.7
7,40040f,27343,1,11,5,71,0.00036,81.2
7,40040f,27343,1,11,6,63,0.00036,104.9
7,40040f,27343,1,11,7,67,0.00036,142.0
7,40040f,27343,1,11,8,68,0.00037,181.4
7,40040f,27343,1,11,9,71,0.00037,310.3
7,40040f,27343,1,11,10,66,0.00037,399.6
7,40040f,27343,2,11,0,0,0.00000,0.00000
7,40040f,27343,2,11,1,0,0.00019,0.00000
7,40040f,27343,2,11,2,75,0.00021,661.4
7,40040f,27343,2,11,3,42,0.00022,950.6
7,40040f,27343,2,11,4,65,0.00023,801.0
7,40040f,27343,2,11,5,71,0.00024,701.8
7,40040f,27343,2,11,6,63,0.00025,633.6
7,40040f,27343,2,11,7,67,0.00026,564.9
7,40040f,27343,2,11,8,68,0.00026,518.6
7,40040f,27343,2,11,9,71,0.00027,470.7
7,40040f,27343,2,11,10,66,0.00028,429.7
7,40040f,20228,1,11,0,0,0.00000,0.00000
7,40040f,20228,1,11,1,0,0.00019,0.00000
7,40040f,20228,1,11,2,55,0.00021,107.9
7,40040f,20228,1,11,3,32,0.00022,200.7
7,40040f,20228,1,11,4,61,0.00023,249.4
7,40040f,20228,1,11,5,63,0.00023,418.5
7,40040f,20228,1,11,6,69,0.00024,487.5
7,40040f,20228,1,11,7,58,0.00025,666.0
7,40040f,20228,1,11,8,66,0.00025,984.9
7,40040f,20228,1,11,9,60,0.00026,1292.1
7,40040f,20228,1,11,10,60,0.00026,1466.8
7,40040f,20228,2,11,0,0,0.00000,0.00000
7,40040f,20228,2,11,1,0,0.00017,0.00000
7,40040f,20228,2,11,2,55,0.00019,532.1
7,40040f,20228,2,11,3,32,0.00020,547.4
7,40040f,20228,2,11,4,61,0.00021,437.9
7,40040f,20228,2,11,5,63,0.00022,433.7
7,40040f,20228,2,11,6,69,0.00023,410.4
7,40040f,20228,2,11,7,58,0.00023,369.2
7,40040f,20228,2,11,8,66,0.00024,343.8
7,40040f,20228,2,11,9,60,0.00025,319.5
7,40040f,20228,2,11,10,60,0.00026,294.1
