1,4002d8,20806,1,7,0,0,0.00000,0.00000
1,4002d8,20806,1,7,1,0,0.01034,0.00000
1,4002d8,20806,1,7,2,12,0.00959,3.4
1,4002d8,20806,1,7,3,8,0.00821,5.9
1,4002d8,20806,1,7,4,9,0.00738,7.8
1,4002d8,20806,1,7,5,14,0.82898,9.7
1,4002d8,20806,1,7,6,14,0.64449,8.3
1,4002d8,20806,2,7,0,0,0.00000,0.00000
1,4002d8,20806,2,7,1,0,0.00538,0.00000
1,4002d8,20806,2,7,2,12,0.00544,6.6
1,4002d8,20806,2,7,3,8,0.00483,10.1
1,4002d8,20806,2,7,4,9,0.00448,11.9
1,4002d8,20806,2,7,5,14,0.00412,13.2
1,4002d8,20806,2,7,6,14,0.45113,11.3
1,4002d8,26176,1,7,0,0,0.00000,0.00000
1,4002d8,26176,1,7,1,0,0.00868,0.00000
1,4002d8,26176,1,7,2,11,0.00843,6.7
1,4002d8,26176,1,7,3,15,0.00744,10.5
1,4002d8,26176,1,7,4,13,0.00681,13.1
1,4002d8,26176,1,7,5,13,1.24,14.9
1,4002d8,26176,1,7,6,13,0.97205,12.7
1,4002d8,26176,2,7,0,0,0.00000,0.00000
1,4002d8,26176,2,7,1,0,0.00801,0.00000
1,4002d8,26176,2,7,2,11,0.00850,8.5
1,4002d8,26176,2,7,3,15,0.00785,12.2
1,4002d8,26176,2,7,4,13,0.00744,14.3
1,4002d8,26176,2,7,5,13,1.38,14.9
1,4002d8,26176,2,7,6,13,1.06,12.8
