7,4001e2,16877,1,11,0,0,0.00000,0.00000
7,4001e2,16877,1,11,1,0,0.35484,0.00000
7,4001e2,16877,1,11,2,76,0.31178,19.1
7,4001e2,16877,1,11,3,4,0.27808,28.5
7,4001e2,16877,1,11,4,37,0.25029,34.7
7,4001e2,16877,1,11,5,35,0.22804,36.7
7,4001e2,16877,1,11,6,43,0.20939,37.0
7,4001e2,16877,1,11,7,38,0.19376,37.4
7,4001e2,16877,1,11,8,43,0.18013,42.6
7,4001e2,16877,1,11,9,38,0.16831,49.9
7,4001e2,16877,1,11,10,51,0.15806,45.4
7,4001e2,12277,1,11,0,0,0.00000,0.00000
7,4001e2,12277,1,11,1,0,0.01018,0.00000
7,4001e2,12277,1,11,2,110,0.00843,34.9
7,4001e2,12277,1,11,3,4,0.00797,56.1
7,4001e2,12277,1,11,4,35,0.00756,70.5
7,4001e2,12277,1,11,5,31,0.00720,58.8
7,4001e2,12277,1,11,6,57,0.00687,57.6
7,4001e2,12277,1,11,7,28,0.00658,50.6
7,4001e2,12277,1,11,8,55,0.00632,53.7
7,4001e2,12277,1,11,9,30,0.00608,49.0
7,4001e2,12277,1,11,10,85,0.00585,49.7
