4,4002b0,20932,1,51,0,0,0.00000,0.00000
4,4002b0,20932,1,51,1,0,0.02841,0.00000
4,4002b0,20932,1,51,2,187,0.01785,41.6
4,4002b0,20932,1,51,3,93,0.01301,49.1
4,4002b0,20932,1,51,4,45,0.01135,115.4
4,4002b0,20932,1,51,5,136,0.00998,185.6
4,4002b0,20932,1,51,6,100,0.00867,315.3
4,4002b0,20932,1,51,7,86,0.00772,494.7
4,4002b0,20932,1,51,8,139,0.00691,698.9
4,4002b0,20932,1,51,9,97,0.00632,758.8
4,4002b0,20932,1,51,10,130,0.00574,1149.7
4,4002b0,20932,1,51,11,91,0.00516,1574.1
4,4002b0,20932,1,51,12,92,0.00476,1864.9
4,4002b0,20932,1,51,13,136,0.00434,2362.7
4,4002b0,20932,1,51,14,88,0.00395,2997.1
4,4002b0,20932,1,51,15,91,0.00364,3529.7
4,4002b0,20932,1,51,16,144,0.00336,4035.3
4,4002b0,20932,1,51,17,89,0.00309,4554.9
4,4002b0,20932,1,51,18,100,0.00287,5051.5
4,4002b0,20932,1,51,19,40,0.00269,5528.2
4,4002b0,20932,1,51,20,142,0.00251,5995.1
4,4002b0,20932,1,51,21,91,0.00234,6478.2
4,4002b0,20932,1,51,22,85,0.00218,6965.3
4,4002b0,20932,1,51,23,92,0.00203,7444.3
4,4002b0,20932,1,51,24,93,0.00191,7916.8
4,4002b0,20932,1,51,25,146,0.00179,8375.8
4,4002b0,20932,1,51,26,90,0.00168,8845.6
4,4002b0,20932,1,51,27,91,0.00158,9291.8
4,4002b0,20932,1,51,28,140,0.00149,9740.5
4,4002b0,20932,1,51,29,94,0.00141,10131.2
4,4002b0,20932,1,51,30,40,0.00134,10523.4
4,4002b0,20932,1,51,31,146,0.00127,10933.9
4,4002b0,20932,1,51,32,90,0.00121,11347.0
4,4002b0,20932,1,51,33,104,0.00115,11748.0
4,4002b0,20932,1,51,34,91,0.00109,12159.8
4,4002b0,20932,1,51,35,89,0.00103,12544.3
4,4002b0,20932,1,51,36,43,0.00099,12919.3
4,4002b0,20932,1,51,37,139,0.00094,13305.4
4,4002b0,20932,1,51,38,87,0.00090,13683.1
4,4002b0,20932,1,51,39,93,0.00086,14039.8
4,4002b0,20932,1,51,40,46,0.00083,14390.8
4,4002b0,20932,1,51,41,38,0.00080,14740.3
4,4002b0,20932,1,51,42,42,0.00077,15065.2
4,4002b0,20932,1,51,43,129,0.00074,15399.7
4,4002b0,20932,1,51,44,95,0.00072,15725.7
4,4002b0,20932,1,51,45,41,0.00070,16054.6
4,4002b0,20932,1,51,46,49,0.00068,16355.1
4,4002b0,20932,1,51,47,45,0.00066,16639.0
4,4002b0,20932,1,51,48,143,0.00064,16927.2
4,4002b0,20932,1,51,49,95,0.00062,17218.1
4,4002b0,20932,1,51,50,142,0.00060,17515.7
4,4002b0,20932,2,51,0,0,0.00000,0.00000
4,4002b0,20932,2,51,1,0,0.00005,0.00000
4,4002b0,20932,2,51,2,187,0.00006,2452.0
4,4002b0,20932,2,51,3,93,0.00007,1952.9
4,4002b0,20932,2,51,4,45,0.00007,1625.5
4,4002b0,20932,2,51,5,136,0.00008,1443.5
4,4002b0,20932,2,51,6,100,0.00009,1321.0
4,4002b0,20932,2,51,7,86,0.00009,1169.5
4,4002b0,20932,2,51,8,139,0.00010,1079.0
4,4002b0,20932,2,51,9,97,0.00011,975.7
4,4002b0,20932,2,51,10,130,0.00011,921.2
4,4002b0,20932,2,51,11,91,0.00012,872.5
4,4002b0,20932,2,51,12,92,0.00013,814.6
4,4002b0,20932,2,51,13,136,0.00013,775.6
4,4002b0,20932,2,51,14,88,0.00014,751.7
4,4002b0,20932,2,51,15,91,0.00014,708.9
4,4002b0,20932,2,51,16,144,0.00015,669.6
4,4002b0,20932,2,51,17,89,0.00016,637.4
4,4002b0,20932,2,51,18,100,0.00016,612.2
4,4002b0,20932,2,51,19,40,0.00017,581.7
4,4002b0,20932,2,51,20,142,0.00017,558.8
4,4002b0,20932,2,51,21,91,0.00018,574.2
4,4002b0,20932,2,51,22,85,0.00018,558.2
4,4002b0,20932,2,51,23,92,0.00019,539.1
4,4002b0,20932,2,51,24,93,0.00019,523.2
4,4002b0,20932,2,51,25,146,0.00020,603.1
4,4002b0,20932,2,51,26,90,0.00020,582.2
4,4002b0,20932,2,51,27,91,0.00021,564.7
4,4002b0,20932,2,51,28,140,0.00021,545.3
4,4002b0,20932,2,51,29,94,0.00022,527.2
4,4002b0,20932,2,51,30,40,0.00022,512.2
4,4002b0,20932,2,51,31,146,0.00023,512.8
4,4002b0,20932,2,51,32,90,0.00023,515.0
4,4002b0,20932,2,51,33,104,0.00024,501.6
4,4002b0,20932,2,51,34,91,0.00024,493.0
