3,400354,23720,1,6,0,0,0.00000,0.00000
3,400354,23720,1,6,1,0,0.05330,0.00000
3,400354,23720,1,6,2,73,0.04179,16.0
3,400354,23720,1,6,3,137,0.04535,30.5
3,400354,23720,1,6,4,83,0.03536,36.7
3,400354,23720,1,6,5,83,0.03395,30.6
3,400354,23720,2,6,0,0,0.00000,0.00000
3,400354,23720,2,6,1,0,0.00836,0.00000
3,400354,23720,2,6,2,73,0.01045,0.02249
3,400354,23720,2,6,3,137,0.01750,277.1
3,400354,23720,2,6,4,83,0.01702,221.9
3,400354,23720,2,6,5,83,0.01698,184.9
3,400354,15076,1,6,0,0,0.00000,0.00000
3,400354,15076,1,6,1,0,0.55702,0.00000
3,400354,15076,1,6,2,76,0.48620,38.7
3,400354,15076,1,6,3,133,0.43600,51.9
3,400354,15076,1,6,4,79,0.40077,155.3
3,400354,15076,1,6,5,79,0.38608,129.4
3,400354,15076,2,6,0,0,0.00000,0.00000
3,400354,15076,2,6,1,0,0.40469,0.00000
3,400354,15076,2,6,2,76,0.37403,81.7
3,400354,15076,2,6,3,133,0.35497,82.3
3,400354,15076,2,6,4,79,0.33153,66.0
3,400354,15076,2,6,5,79,0.32164,55.0
