4,40063c,19728,1,9,0,0,0.00000,0.00000
4,40063c,19728,1,9,1,0,1675.09,0.00000
4,40063c,19728,1,9,2,620,307.24,2328.1
4,40063c,19728,1,9,3,15,178.56,3929.0
4,40063c,19728,1,9,4,104,123.20,4922.9
4,40063c,19728,1,9,5,18,95.43,5635.1
4,40063c,19728,1,9,6,114,76.27,6151.8
4,40063c,19728,1,9,7,13,68.98,5634.5
4,40063c,19728,1,9,8,13,64.32,5008.5
4,40063c,19728,2,9,0,0,0.00000,0.00000
4,40063c,19728,2,9,1,0,22.48,0.00000
4,40063c,19728,2,9,2,620,21.46,679.3
4,40063c,19728,2,9,3,15,20.85,511.2
4,40063c,19728,2,9,4,104,20.22,712.6
4,40063c,19728,2,9,5,18,19.67,593.8
4,40063c,19728,2,9,6,114,19.11,531.9
4,40063c,19728,2,9,7,13,18.62,466.8
4,40063c,19728,2,9,8,13,18.26,415.0
4,40063c,30718,1,9,0,0,0.00000,0.00000
4,40063c,30718,1,9,1,0,1.90,0.00000
4,40063c,30718,1,9,2,495,1.71,5048.4
4,40063c,30718,1,9,3,14,1.64,6218.6
4,40063c,30718,1,9,4,53,1.52,8415.9
4,40063c,30718,1,9,5,18,1.46,7162.3
4,40063c,30718,1,9,6,123,1.35,8660.0
4,40063c,30718,1,9,7,15,1.31,7857.2
4,40063c,30718,1,9,8,15,1.28,6984.2
4,40063c,30718,2,9,0,0,0.00000,0.00000
4,40063c,30718,2,9,1,0,0.85415,0.00000
4,40063c,30718,2,9,2,495,0.82391,3374.2
4,40063c,30718,2,9,3,14,0.80744,2557.0
4,40063c,30718,2,9,4,53,0.79094,2056.0
4,40063c,30718,2,9,5,18,0.77574,1730.0
4,40063c,30718,2,9,6,123,0.76043,1507.8
4,40063c,30718,2,9,7,15,0.74630,1319.3
4,40063c,30718,2,9,8,15,0.73724,1172.7
