2,4001e7,27884,1,6,0,0,0.00000,0.00000
2,4001e7,27884,1,6,1,0,0.03154,0.00000
2,4001e7,27884,1,6,2,528,0.02661,84.5
2,4001e7,27884,1,6,3,37,0.01881,1558.6
2,4001e7,27884,1,6,4,77,0.02113,3164.2
2,4001e7,27884,1,6,5,30,0.01813,4231.3
2,4001e7,31799,1,17,0,0,0.00000,0.00000
2,4001e7,31799,1,17,1,0,0.03224,0.00000
2,4001e7,31799,1,17,2,155,0.02377,34.8
2,4001e7,31799,1,17,3,24,0.01951,48.0
2,4001e7,31799,1,17,4,24,0.01790,52.8
2,4001e7,31799,1,17,5,549,0.02084,657.4
2,4001e7,31799,1,17,6,13,0.01596,1984.9
2,4001e7,31799,1,17,7,29,0.01518,1806.0
2,4001e7,31799,1,17,8,56,0.01726,2815.1
2,4001e7,31799,1,17,9,22,0.01848,3626.0
2,4001e7,31799,1,17,10,24,0.02088,3342.7
2,4001e7,31799,1,17,11,26,0.01879,3855.4
2,4001e7,31799,1,17,12,31,0.01842,3616.0
2,4001e7,31799,1,17,13,37,0.02028,3357.9
2,4001e7,31799,1,17,14,24,0.01982,3134.0
2,4001e7,31799,1,17,15,107,0.01939,2938.8
2,4001e7,31799,1,17,16,36,0.01745,3300.4
