1,40132d,1,0,0,0,0,0,0,0,0,0,0,6
1,401392,0,0,0,0,0,0,0,0,0,0,0,3
1,401394,0,0,0,0,1,0,0,0,0,0,0,4
1,401397,0,0,0,0,0,0,0,0,0,0,0,5
1,40148e,0,0,0,0,0,0,0,0,0,0,0,7
1,40148a,0,0,0,0,0,0,0,0,0,0,0,5
1,40148b,0,0,0,1,0,0,0,0,0,0,0,6
1,4009b1,0,0,1,0,0,0,0,0,0,0,0,3
1,4009b3,0,0,0,0,0,0,0,1,0,0,0,4
1,400aee,0,0,0,0,0,0,0,0,0,0,0,5
1,4009b7,1,0,0,0,0,0,0,0,0,0,0,5
1,4004bc,0,0,1,0,0,0,0,0,0,0,0,17
1,40124e,1,0,0,0,0,0,0,0,0,0,0,2
1,40124b,0,0,0,0,1,0,0,0,0,0,1,1
1,400ae0,0,0,1,0,0,0,0,0,0,0,0,10
1,400ae4,0,0,1,0,0,0,0,0,0,0,1,1
1,4009bd,0,0,1,0,0,0,0,0,0,0,0,6
1,400ae7,0,0,0,0,0,0,0,0,1,0,0,2
1,400ae9,1,0,0,0,0,0,0,0,0,0,0,3
1,40139a,0,0,0,1,0,0,0,0,0,0,0,6
1,40139e,1,0,0,0,0,0,0,0,0,0,0,7
1,4002e2,0,0,0,0,0,0,0,0,0,0,0,4
1,401487,0,0,1,0,0,0,0,0,0,0,0,3
1,401482,0,1,0,0,0,0,0,0,0,0,0,2
1,401247,0,0,0,0,0,0,0,0,0,0,0,14
1,400aeb,0,0,0,0,1,0,0,0,0,0,0,4
1,4004b2,0,0,0,1,0,0,0,0,0,0,0,15
1,4004b7,0,0,1,0,0,0,0,0,0,0,0,16
1,400280,0,0,1,0,0,0,0,0,0,0,0,20
1,400283,0,0,0,1,0,0,0,0,0,0,0,21
1,400287,0,0,0,0,0,0,0,0,0,1,0,22
1,400288,0,0,0,0,0,0,0,0,0,1,0,23
1,40075b,0,0,0,1,0,0,0,0,0,0,0,4
1,40075f,0,0,1,0,0,0,0,0,0,0,0,5
1,400751,0,0,0,0,0,0,0,0,1,0,1,1
1,400757,0,0,0,0,0,0,0,0,0,0,0,3
1,400754,0,0,0,0,1,0,0,0,0,0,0,2
1,40028a,0,0,0,0,0,0,0,0,0,1,0,24
1,40028c,0,0,0,0,0,0,0,0,0,1,0,25
1,40028e,0,0,0,0,0,0,0,0,0,1,0,26
1,400631,0,0,0,0,1,0,0,0,0,0,0,4
1,400633,1,0,0,0,0,0,0,0,0,0,0,5
1,400639,0,0,0,0,1,0,0,0,0,0,0,6
1,4008f9,0,0,1,0,0,0,0,0,0,0,0,2
1,4008f0,1,0,0,0,0,0,0,0,0,0,0,2
1,4008f2,1,0,0,0,0,0,0,0,0,0,0,3
1,4008f4,0,0,1,0,0,0,0,0,0,0,1,1
1,40052e,0,0,1,0,0,0,0,0,0,0,0,4
1,40083b,0,0,0,1,0,0,0,0,0,0,0,11
1,40083f,1,0,0,0,0,0,0,0,0,0,0,12
1,40052c,1,0,0,0,0,0,0,0,0,0,0,3
1,40063b,1,0,0,0,0,0,0,0,0,0,0,7
1,40063d,0,0,0,0,1,0,0,0,0,0,0,8
1,40063f,1,0,0,0,0,0,0,0,0,0,0,9
1,400d20,1,0,0,0,0,0,0,0,0,0,0,2
1,400838,0,0,0,0,0,0,0,0,0,0,0,10
1,400529,0,0,0,0,0,0,0,0,0,0,0,2
1,400833,0,0,0,0,0,0,0,0,0,0,0,8
1,400521,0,0,1,0,0,0,0,0,0,0,0,13
1,400835,0,0,0,0,1,0,0,0,0,0,0,9
1,4008fc,0,0,0,1,0,0,0,0,0,0,0,3
1,400deb,1,0,0,0,0,0,0,0,0,0,0,2
1,400ded,0,0,0,0,0,0,0,0,1,0,1,1
1,4014e3,0,0,0,0,0,0,0,0,1,0,0,16
1,4014e1,0,0,0,0,0,0,0,0,0,0,0,15
1,4014e6,0,0,0,1,0,0,0,0,0,0,0,17
1,4013c5,0,0,0,0,0,0,0,0,1,0,0,4
1,4005e5,1,0,0,0,0,0,0,0,0,0,0,4
1,4005e3,0,0,0,0,1,0,0,0,0,0,0,3
1,4002a7,1,0,0,0,0,0,0,0,0,0,0,4
1,4002a5,0,0,0,0,1,0,0,0,0,0,0,3
1,4002a3,1,0,0,0,0,0,0,0,0,0,0,2
1,4002a1,0,0,0,0,1,0,0,0,0,0,1,1
1,4002a9,0,0,0,0,1,0,0,0,0,0,0,5
1,4014ea,0,0,1,0,0,0,0,0,0,0,0,18
1,4014ef,0,0,0,0,0,0,0,0,1,0,0,20
1,4014ed,0,0,1,0,0,0,0,0,0,0,0,19
1,400de2,1,0,0,0,0,0,0,0,0,0,0,2
1,400de7,0,0,1,0,0,0,0,0,0,0,1,1
1,401324,0,0,0,0,0,0,0,0,0,0,0,2
1,4002ad,0,0,0,0,0,0,0,0,1,0,0,7
1,4002ab,1,0,0,0,0,0,0,0,0,0,0,6
1,4005ed,1,0,0,0,0,0,0,0,0,0,0,6
1,401489,0,0,0,0,0,0,0,0,0,1,0,4
1,4005eb,0,0,0,0,1,0,0,0,0,0,0,5
1,401011,0,0,0,0,1,0,0,0,0,0,1,1
1,401016,0,0,0,0,0,0,0,1,0,0,0,3
