1,400302,1445,43.29
1,400304,1445,43.29
1,400309,1445,43.29
1,40023d,409,12.25
1,400dc0,178,5.33
1,40023a,606,18.15
1,40148b,213,6.38
1,4014fc,213,6.38
1,400573,178,5.33
1,4009b3,178,5.33
1,400577,178,5.33
1,4009b7,178,5.33
1,400575,178,5.33
1,40088b,178,5.33
1,4001c0,26,0.78
1,40088e,178,5.33
1,400909,178,5.33
1,4006e4,178,5.33
1,400679,178,5.33
1,4006e0,178,5.33
1,4002dd,49,1.47
1,400b40,178,5.33
1,400901,178,5.33
1,4004bc,178,5.33
1,40097c,178,5.33
1,400673,178,5.33
1,400904,178,5.33
1,40148e,213,6.38
1,40087d,178,5.33
1,400a32,178,5.33
1,400d22,178,5.33
1,400dc8,178,5.33
1,400a35,178,5.33
1,400ae0,178,5.33
1,40057c,178,5.33
1,4014f1,213,6.38
1,4014f7,213,6.38
1,4009bd,178,5.33
1,4014f4,213,6.38
1,400883,178,5.33
1,4014f9,213,6.38
1,40030a,1445,43.29
1,40030c,1445,43.29
1,40030e,1445,43.29
1,40029f,49,1.47
1,4003af,18,0.54
1,400237,606,18.15
1,400230,606,18.15
1,400877,178,5.33
1,4009b1,178,5.33
1,4002e0,49,1.47
1,400861,178,5.33
1,400871,178,5.33
1,400a3c,178,5.33
1,400d2c,178,5.33
1,400aeb,178,5.33
1,400879,178,5.33
1,400525,178,5.33
1,4006ee,178,5.33
1,4002d8,49,1.47
1,4006eb,178,5.33
1,40067e,178,5.33
1,400977,178,5.33
1,4004b2,178,5.33
1,4002d0,49,1.47
1,400973,178,5.33
1,40090e,178,5.33
1,4004b7,178,5.33
1,400b6c,178,5.33
1,40155d,74,2.22
1,40155a,74,2.22
1,400688,178,5.33
1,400a8a,178,5.33
1,400a8f,178,5.33
1,4014a7,213,6.38
1,4014a5,213,6.38
1,4014a2,213,6.38
1,400835,178,5.33
1,4002c7,49,1.47
1,400194,6,0.18
1,400280,1096,32.83
1,400e32,178,5.33
1,400283,1096,32.83
1,400294,49,1.47
1,400288,1096,32.83
1,400df0,178,5.33
1,400d6c,178,5.33
1,400c32,178,5.33
1,400d4c,178,5.33
1,40020a,26,0.78
1,40075b,178,5.33
1,400e0c,178,5.33
1,400bdf,178,5.33
1,4005a3,178,5.33
1,40075f,178,5.33
1,4005a5,178,5.33
1,4005a7,178,5.33
1,4014ac,213,6.38
1,4014aa,213,6.38
1,400a88,178,5.33
1,400b67,178,5.33
1,400b64,178,5.33
1,400a82,178,5.33
1,400a85,178,5.33
1,40049e,178,5.33
1,4008fc,178,5.33
1,400bd9,178,5.33
1,400bd4,178,5.33
1,400a69,178,5.33
1,400c47,178,5.33
1,400751,178,5.33
1,4005ad,178,5.33
1,400757,178,5.33
1,400754,178,5.33
1,400da2,178,5.33
1,40028a,1096,32.83
1,40028c,1096,32.83
1,4006ae,178,5.33
1,400ccc,178,5.33
1,400ae4,178,5.33
1,400676,178,5.33
1,400888,178,5.33
1,4001cb,26,0.78
1,400d58,178,5.33
1,400b51,178,5.33
1,4002da,49,1.47
1,400631,178,5.33
1,400633,178,5.33
1,400d8e,178,5.33
1,400190,6,0.18
1,4006e9,178,5.33
1,400639,178,5.33
1,400e07,178,5.33
1,4008f9,178,5.33
1,4006a9,178,5.33
1,400540,178,5.33
1,400e03,178,5.33
1,4009cd,178,5.33
1,400a6c,178,5.33
1,4008f0,178,5.33
1,4002bb,49,1.47
1,4006fd,178,5.33
1,400cc7,178,5.33
1,4006fb,178,5.33
1,400d62,178,5.33
1,4006a4,178,5.33
1,4003a0,18,0.54
1,400a39,178,5.33
1,4003a7,18,0.54
1,40068b,178,5.33
1,4004fd,178,5.33
1,40083b,178,5.33
1,4003a8,18,0.54
1,4009ec,178,5.33
1,40083f,178,5.33
1,40052c,178,5.33
1,400d84,178,5.33
1,40063b,178,5.33
1,40063d,178,5.33
1,400277,1096,32.83
1,40063f,178,5.33
1,400d88,178,5.33
1,400378,18,0.54
1,400d20,178,5.33
1,400370,18,0.54
1,400371,18,0.54
1,400ae7,178,5.33
1,400b0b,178,5.33
1,400d54,178,5.33
1,400932,178,5.33
1,4009e9,178,5.33
1,400838,178,5.33
1,400529,178,5.33
1,400683,178,5.33
1,400833,178,5.33
1,4004f5,178,5.33
1,400938,178,5.33
1,4004f7,178,5.33
1,400521,178,5.33
1,4004f2,178,5.33
1,400297,49,1.47
1,400a66,178,5.33
1,400a61,178,5.33
1,4006f9,178,5.33
1,4006f5,178,5.33
1,4006f2,178,5.33
1,4006f0,178,5.33
1,400bff,178,5.33
1,400c0c,178,5.33
1,400deb,178,5.33
1,400ded,178,5.33
1,400c0f,178,5.33
1,40079c,178,5.33
1,400291,1096,32.83
1,4014e3,213,6.38
1,4007b6,178,5.33
1,4014e1,213,6.38
1,4007b3,178,5.33
1,4007b1,178,5.33
1,4014e6,213,6.38
1,400df2,178,5.33
1,40057e,178,5.33
1,4005e3,178,5.33
1,400aa4,178,5.33
1,400592,178,5.33
1,400594,178,5.33
1,400aa1,178,5.33
1,4002a1,49,1.47
1,400ae9,178,5.33
1,400847,178,5.33
1,400844,178,5.33
1,400aa8,178,5.33
1,4002a9,49,1.47
1,400841,178,5.33
1,4007be,178,5.33
1,4014ea,213,6.38
1,4007bc,178,5.33
1,4007ba,178,5.33
1,400c02,178,5.33
1,400c3b,178,5.33
1,400c07,178,5.33
1,400e11,178,5.33
1,400c09,178,5.33
1,400795,178,5.33
1,400791,178,5.33
1,40059a,178,5.33
1,400aaf,178,5.33
1,4002ad,49,1.47
1,4002ab,49,1.47
1,40059f,178,5.33
1,40084e,178,5.33
1,40084b,178,5.33
1,400c5c,178,5.33
1,400d1e,178,5.33
1,4005e5,178,5.33
1,4005ed,178,5.33
1,400b33,178,5.33
1,4005eb,178,5.33
